/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_33_205.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_33_205.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_33_205.jpg, 0, 0, 0, 8.046874E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_33_306.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_33_306.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_33_306.jpg, 0, 0, 0, 7.797795E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_33_473.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_33_473.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_33_473.jpg, 0, 0, 0, 8.114086E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_33_595.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_33_595.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_33_595.jpg, 0, 0, 0, 7.729777E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_33_704.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_33_704.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_33_704.jpg, 0, 0, 0, 7.933339E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_33_858.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_33_858.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_33_858.jpg, 0, 0, 0, 7.859844E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_33_988.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_33_988.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_33_988.jpg, 0, 0, 0, 7.788215E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_103.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_103.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_103.jpg, 0, 0, 0, 8.094448E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_204.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_204.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_204.jpg, 0, 0, 0, 7.907553E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_320.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_320.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_320.jpg, 0, 0, 0, 7.829688E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_465.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_465.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_465.jpg, 0, 0, 0, 8.27894E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_570.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_570.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_570.jpg, 0, 0, 0, 7.989979E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_673.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_673.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_673.jpg, 0, 0, 0, 7.928215E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_855.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_855.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_855.jpg, 0, 0, 0, 8.011018E-05
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_34_989.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_34_989.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_34_989.jpg, 0, 0.4053808, 0, 0.4265007
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_094.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_094.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_094.jpg, 0, 0.7144378, 0, 1.098144
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_207.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_207.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_207.jpg, -0.159585, 1, 0, 2.203871
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_310.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_310.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_310.jpg, -0.06243896, 1, 0, 3.609555
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_418.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_418.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_418.jpg, 0, 1, 0, 4.779815
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_519.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_519.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_519.jpg, 0, 1, 0, 5.937956
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_622.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_622.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_622.jpg, 0, 1, 0, 7.084925
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_739.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_739.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_739.jpg, 0, 1, 0, 8.446608
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_852.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_852.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_852.jpg, 0, 1, 0, 9.792396
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_35_953.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_35_953.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_35_953.jpg, -0.09964514, 1, 0, 10.89961
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_056.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_056.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_056.jpg, -0.3031111, 1, 0, 12.06975
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_176.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_176.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_176.jpg, 0, 1, 0, 13.2784
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_288.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_288.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_288.jpg, 0, 1, 0, 14.48647
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_389.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_389.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_389.jpg, 0, 1, 0, 15.64418
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_493.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_493.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_493.jpg, -0.02231097, 1, 0, 16.56104
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_621.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_621.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_621.jpg, -0.405216, 1, 0, 17.7804
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_815.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_815.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_815.jpg, -0.1468141, 1, 0, 19.75599
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_36_920.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_36_920.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_36_920.jpg, 0, 1, 0, 20.65819
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_37_028.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_37_028.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_37_028.jpg, 0, 1, 0, 21.87547
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_37_129.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_37_129.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_37_129.jpg, 0, 1, 0, 22.89546
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_37_276.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_37_276.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_37_276.jpg, -0.3276061, 1, 0, 24.15121
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_37_375.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_37_375.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_37_375.jpg, -0.627648, 1, 0, 24.92226
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_37_491.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_37_491.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_37_491.jpg, -0.2814749, 1, 0, 26.05049
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_37_623.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_37_623.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_37_623.jpg, 0, 1, 0, 27.17393
/Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/center_2020_04_28_19_33_37_766.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/left_2020_04_28_19_33_37_766.jpg, /Users/hrushikeshjadhav/Btech/Machine Learning/courseProject/Data/IMG/right_2020_04_28_19_33_37_766.jpg, 0, 1, 0, 28.47256
